Compound	m.z	Method	High.Confidence.Annotation	Compound.Name	HMDB	KEGG
HILn_QI1662__NA	308.9151	HILIC-neg	TRUE	NA	NA	NA
HILn_QI15351__NA	208.0735	HILIC-neg	TRUE	NA	NA	NA
HILn_QI14884__NA	288.9695	HILIC-neg	TRUE	NA	NA	NA
HILn_QI4256__NA	80.9652	HILIC-neg	TRUE	NA	NA	NA
HILn_QI13332__NA	199.0382	HILIC-neg	TRUE	NA	NA	NA
HILn_QI2473__NA	270.9589	HILIC-neg	TRUE	NA	NA	NA
HILn_QI2133__NA	85.0295	HILIC-neg	TRUE	NA	NA	NA
HILn_QI2334__NA	173.0092	HILIC-neg	TRUE	NA	NA	NA
HILn_QI1682__NA	129.0195	HILIC-neg	TRUE	NA	NA	NA
HILn_QI28591__NA	135.4776	HILIC-neg	TRUE	NA	NA	NA
HILn_QI24099__NA	363.0185	HILIC-neg	TRUE	NA	NA	NA
HILn_QI1994__NA	134.9759	HILIC-neg	TRUE	NA	NA	NA
HILn_QI8785__NA	223.0251	HILIC-neg	TRUE	NA	NA	NA
HILn_QI13822__NA	237.9966	HILIC-neg	TRUE	NA	NA	NA
HILn_QI3785__NA	385.0686	HILIC-neg	TRUE	NA	NA	NA
HILn_QI32907__NA	395.1718	HILIC-neg	TRUE	NA	NA	NA
HILn_QI27955__NA	207.0149	HILIC-neg	TRUE	NA	NA	NA
HILn_QI5539__NA	324.1207	HILIC-neg	TRUE	NA	NA	NA
HILn_QI5780__NA	272.072	HILIC-neg	TRUE	NA	NA	NA
HILn_QI26735__NA	204.03	HILIC-neg	TRUE	NA	NA	NA
HILn_QI5133__NA	379.2132	HILIC-neg	TRUE	NA	NA	NA
HILn_QI4616__NA	151.9786	HILIC-neg	TRUE	NA	NA	NA
HILn_QI1716__NA	304.9646	HILIC-neg	TRUE	NA	NA	NA
HILn_QI4439__NA	343.0829	HILIC-neg	TRUE	NA	NA	NA
HILn_QI11456__NA	170.0356	HILIC-neg	TRUE	NA	NA	NA
HILn_QI699__NA	139.0766	HILIC-neg	TRUE	NA	NA	NA
HILn_QI227__NA	246.9603	HILIC-neg	TRUE	NA	NA	NA
HILn_QI1293__NA	244.0048	HILIC-neg	TRUE	NA	NA	NA
HILn_QI4024__NA	203.0301	HILIC-neg	TRUE	NA	NA	NA
HILn_QI4261__NA	313.0569	HILIC-neg	TRUE	NA	NA	NA
HILn_QI26562__NA	198.9805	HILIC-neg	TRUE	NA	NA	NA
HILn_QI18940__NA	412.1048	HILIC-neg	TRUE	NA	NA	NA
HILn_QI7751__NA	196.9763	HILIC-neg	TRUE	NA	NA	NA
HILn_QI27340__NA	152.9865	HILIC-neg	TRUE	NA	NA	NA
HILn_QI2564__NA	315.0626	HILIC-neg	TRUE	NA	NA	NA
HILn_QI2394__NA	309.0621	HILIC-neg	TRUE	NA	NA	NA
HILn_QI3643__NA	192.5323	HILIC-neg	TRUE	NA	NA	NA
HILn_QI1579__NA	299.0413	HILIC-neg	TRUE	NA	NA	NA
HILn_QI22905__NA	315.1818	HILIC-neg	TRUE	NA	NA	NA
HILn_QI4812__NA	192.0306	HILIC-neg	TRUE	NA	NA	NA
HILn_QI1840__NA	441.1047	HILIC-neg	TRUE	NA	NA	NA
HILn_QI25823__NA	292.9402	HILIC-neg	TRUE	NA	NA	NA
HILn_QI10988__NA	210.992	HILIC-neg	TRUE	NA	NA	NA
HILn_QI9328__NA	417.11	HILIC-neg	TRUE	NA	NA	NA
HILn_QI2572__NA	252.0024	HILIC-neg	TRUE	NA	NA	NA
HILn_QI19565__NA	240.0535	HILIC-neg	TRUE	NA	NA	NA
HILn_QI21477__NA	466.1264	HILIC-neg	TRUE	NA	NA	NA
HILn_QI6253__NA	135.0327	HILIC-neg	TRUE	NA	NA	NA
HILn_QI5292__NA	239.9974	HILIC-neg	TRUE	NA	NA	NA
HILn_QI11307__NA	238.5592	HILIC-neg	TRUE	NA	NA	NA
HILn_QI21168__NA	135.5343	HILIC-neg	TRUE	NA	NA	NA
HILn_QI2016__NA	157.0276	HILIC-neg	TRUE	NA	NA	NA
HILn_QI9996__NA	317.1274	HILIC-neg	TRUE	NA	NA	NA
HILn_QI8436__NA	227.0199	HILIC-neg	TRUE	NA	NA	NA
HILn_QI5609__NA	232.5594	HILIC-neg	TRUE	NA	NA	NA
HILn_QI23713__NA	238.9863	HILIC-neg	TRUE	NA	NA	NA
HILn_QI10207__NA	408.1309	HILIC-neg	TRUE	NA	NA	NA
HILn_QI8078__NA	241.0355	HILIC-neg	TRUE	NA	NA	NA
HILn_QI33609__NA	295.8903	HILIC-neg	TRUE	NA	NA	NA
HILn_QI787__NA	411.0248	HILIC-neg	TRUE	NA	NA	NA
HILn_QI4907__NA	157.5292	HILIC-neg	TRUE	NA	NA	NA
HILn_QI5727__NA	85.0295	HILIC-neg	TRUE	NA	NA	NA
HILn_QI8110__NA	235.9279	HILIC-neg	TRUE	NA	NA	NA
HILn_QI6014__NA	388.014	HILIC-neg	TRUE	NA	NA	NA
HILn_QI4469__NA	384.0766	HILIC-neg	TRUE	NA	NA	NA
HILn_QI7717__NA	129.0195	HILIC-neg	TRUE	NA	NA	NA
HILn_QI3105__NA	173.0093	HILIC-neg	TRUE	NA	NA	NA
HILn_QI449__NA	488.1051	HILIC-neg	TRUE	NA	NA	NA
HILn_QI6454__NA	223.025	HILIC-neg	TRUE	NA	NA	NA
HILn_QI450__NA	243.5488	HILIC-neg	TRUE	NA	NA	NA
HILn_QI4415__NA	517.3173	HILIC-neg	TRUE	NA	NA	NA
HILn_QI3276__NA	297.0625	HILIC-neg	TRUE	NA	NA	NA
HILn_QI8779__NA	303.0628	HILIC-neg	TRUE	NA	NA	NA
HILn_QI22653__NA	368.0448	HILIC-neg	TRUE	NA	NA	NA
HILn_QI2926__NA	327.0878	HILIC-neg	TRUE	NA	NA	NA
HILn_QI5782__NA	252.0516	HILIC-neg	TRUE	NA	NA	NA
HILn_QI8644__NA	371.0891	HILIC-neg	TRUE	NA	NA	NA
HILn_QI31702__NA	268.0578	HILIC-neg	TRUE	NA	NA	NA
HILn_QI531__NA	478.1658	HILIC-neg	TRUE	NA	NA	NA
HILn_QI3492__NA	188.9942	HILIC-neg	TRUE	NA	NA	NA
HILn_QI1882__NA	476.1503	HILIC-neg	TRUE	NA	NA	NA
HILn_QI6859__NA	171.5084	HILIC-neg	TRUE	NA	NA	NA
HILn_QI11873__NA	179.0225	HILIC-neg	TRUE	NA	NA	NA
HILn_QI8176__NA	359.0525	HILIC-neg	TRUE	NA	NA	NA
HILn_QI10953__NA	176.0436	HILIC-neg	TRUE	NA	NA	NA
HILn_QI12528__NA	193.9919	HILIC-neg	TRUE	NA	NA	NA
HILn_QI29331__NA	248.9558	HILIC-neg	TRUE	NA	NA	NA
HILn_QI541__NA	246.96	HILIC-neg	TRUE	NA	NA	NA
HILn_QI941__NA	416.1785	HILIC-neg	TRUE	NA	NA	NA
HILn_QI5442__NA	210.041	HILIC-neg	TRUE	NA	NA	NA
HILn_QI761__NA	415.6768	HILIC-neg	TRUE	NA	NA	NA
HILn_QI24439__NA	327.0728	HILIC-neg	TRUE	NA	NA	NA
HILn_QI24787__NA	182.0357	HILIC-neg	TRUE	NA	NA	NA
HILn_QI15131__NA	238.9866	HILIC-neg	TRUE	NA	NA	NA
HILn_QI3541__NA	326.0523	HILIC-neg	TRUE	NA	NA	NA
HILn_QI6544__NA	305.1234	HILIC-neg	TRUE	NA	NA	NA
HILn_QI5421__NA	143.0302	HILIC-neg	TRUE	NA	NA	NA
HILn_QI21766__NA	208.0732	HILIC-neg	TRUE	NA	NA	NA
HILn_QI808__NA	299.0412	HILIC-neg	TRUE	NA	NA	NA
HILn_QI4456__NA	415.1155	HILIC-neg	TRUE	NA	NA	NA
HILn_QI5729__NA	331.0578	HILIC-neg	TRUE	NA	NA	NA
HILn_QI31370__NA	422.1001	HILIC-neg	TRUE	NA	NA	NA
HILn_QI6335__NA	133.4761	HILIC-neg	TRUE	NA	NA	NA
HILn_QI14529__NA	441.1046	HILIC-neg	TRUE	NA	NA	NA
HILn_QI22114__NA	204.0303	HILIC-neg	TRUE	NA	NA	NA
HILn_QI2849__NA	358.1049	HILIC-neg	TRUE	NA	NA	NA
HILn_QI32749__NA	409.0686	HILIC-neg	TRUE	NA	NA	NA
HILn_QI10879__NA	202.03	HILIC-neg	TRUE	NA	NA	NA
HILn_QI8273__NA	165.0252	HILIC-neg	TRUE	NA	NA	NA
HILn_QI13685__NA	210.5464	HILIC-neg	TRUE	NA	NA	NA
HILn_QI13935__NA	260.5542	HILIC-neg	TRUE	NA	NA	NA
HILn_QI4404__NA	214.0437	HILIC-neg	TRUE	NA	NA	NA
HILn_QI2023__NA	379.0137	HILIC-neg	TRUE	NA	NA	NA
HILn_QI21471__NA	238.9939	HILIC-neg	TRUE	NA	NA	NA
HILn_QI23562__NA	176.0283	HILIC-neg	TRUE	NA	NA	NA
HILn_QI25390__NA	234.9772	HILIC-neg	TRUE	NA	NA	NA
HILn_QI6725__NA	296.0893	HILIC-neg	TRUE	NA	NA	NA
HILn_QI21797__NA	203.0205	HILIC-neg	TRUE	NA	NA	NA
HILn_QI10999__NA	204.0274	HILIC-neg	TRUE	NA	NA	NA
HILn_QI18395__NA	429.0949	HILIC-neg	TRUE	NA	NA	NA
HILn_QI4944__NA	198.9886	HILIC-neg	TRUE	NA	NA	NA
HILn_QI4480__NA	270.5674	HILIC-neg	TRUE	NA	NA	NA
HILn_QI5565__NA	277.0357	HILIC-neg	TRUE	NA	NA	NA
HILn_QI30499__NA	194.0566	HILIC-neg	TRUE	NA	NA	NA
HILn_QI19024__NA	237.9963	HILIC-neg	TRUE	NA	NA	NA
HILn_QI13092__NA	238.5592	HILIC-neg	TRUE	NA	NA	NA
HILn_QI1397__NA	411.04	HILIC-neg	TRUE	NA	NA	NA
HILn_QI4717__NA	213.0043	HILIC-neg	TRUE	NA	NA	NA
HILn_QI6105__NA	204.0271	HILIC-neg	TRUE	NA	NA	NA
HILn_QI31773__NA	295.8912	HILIC-neg	TRUE	NA	NA	NA
HILn_QI1131__NA	240.5569	HILIC-neg	TRUE	NA	NA	NA
HILn_QI17881__NA	270.959	HILIC-neg	TRUE	NA	NA	NA
HILn_QI6735__NA	341.1036	HILIC-neg	TRUE	NA	NA	NA
HILn_QI3183__NA	441.068	HILIC-neg	TRUE	NA	NA	NA
HILn_QI20478__NA	134.976	HILIC-neg	TRUE	NA	NA	NA
HILn_QI31351__NA	196.9764	HILIC-neg	TRUE	NA	NA	NA
HILn_QI378__NA	337.0869	HILIC-neg	TRUE	NA	NA	NA
HILn_QI2379__NA	288.0518	HILIC-neg	TRUE	NA	NA	NA
HILn_QI23482__NA	328.0468	HILIC-neg	TRUE	NA	NA	NA
HILn_QI8905__NA	369.083	HILIC-neg	TRUE	NA	NA	NA
HILn_QI10109__NA	344.0241	HILIC-neg	TRUE	NA	NA	NA
HILn_QI8777__NA	385.0934	HILIC-neg	TRUE	NA	NA	NA
HILn_QI10169__NA	204.5322	HILIC-neg	TRUE	NA	NA	NA
HILn_QI19906__NA	482.1212	HILIC-neg	TRUE	NA	NA	NA
HILn_QI18594__NA	198.0046	HILIC-neg	TRUE	NA	NA	NA
HILn_QI15381__NA	323.0414	HILIC-neg	TRUE	NA	NA	NA
HILn_QI32130__NA	214.0794	HILIC-neg	TRUE	NA	NA	NA
HILn_QI13746__NA	239.5489	HILIC-neg	TRUE	NA	NA	NA
HILn_QI23592__NA	418.1109	HILIC-neg	TRUE	NA	NA	NA
HILn_QI3589__NA	433.1147	HILIC-neg	TRUE	NA	NA	NA
HILn_QI4380__NA	310.0572	HILIC-neg	TRUE	NA	NA	NA
HILn_QI15533__NA	343.0465	HILIC-neg	TRUE	NA	NA	NA
HILn_QI4016__NA	142.9955	HILIC-neg	TRUE	NA	NA	NA
HILn_QI2648__NA	286.9983	HILIC-neg	TRUE	NA	NA	NA
HILn_QI881__NA	293.0304	HILIC-neg	TRUE	NA	NA	NA
HILn_QI3421__NA	377.0885	HILIC-neg	TRUE	NA	NA	NA
HILn_QI9671__NA	204.0265	HILIC-neg	TRUE	NA	NA	NA
HILn_QI10878__NA	194.5056	HILIC-neg	TRUE	NA	NA	NA
HILn_QI2978__NA	170.9999	HILIC-neg	TRUE	NA	NA	NA
HILn_QI32973__NA	452.1107	HILIC-neg	TRUE	NA	NA	NA
HILn_QI9340__NA	203.0196	HILIC-neg	TRUE	NA	NA	NA
HILn_QI1043__NA	244.0048	HILIC-neg	TRUE	NA	NA	NA
HILn_QI19605__NA	331.1226	HILIC-neg	TRUE	NA	NA	NA
HILn_QI1335__NA	477.1045	HILIC-neg	TRUE	NA	NA	NA
HILn_QI2022__NA	255.0621	HILIC-neg	TRUE	NA	NA	NA
HILn_QI1586__NA	317.0091	HILIC-neg	TRUE	NA	NA	NA
HILn_QI12717__NA	226.0534	HILIC-neg	TRUE	NA	NA	NA
HILn_QI3839__NA	232.005	HILIC-neg	TRUE	NA	NA	NA
HILn_QI8053__NA	225.5517	HILIC-neg	TRUE	NA	NA	NA
HILn_QI1842__NA	343.083	HILIC-neg	TRUE	NA	NA	NA
HILn_QI5401__NA	158.0007	HILIC-neg	TRUE	NA	NA	NA
HILn_QI796__NA	339.0728	HILIC-neg	TRUE	NA	NA	NA
HILn_QI5050__NA	373.0934	HILIC-neg	TRUE	NA	NA	NA
HILn_QI15879__NA	355.0677	HILIC-neg	TRUE	NA	NA	NA
HILn_QI4865__NA	419.0991	HILIC-neg	TRUE	NA	NA	NA
HILn_QI29445__NA	299.0414	HILIC-neg	TRUE	NA	NA	NA
HILn_QI5011__NA	268.0464	HILIC-neg	TRUE	NA	NA	NA
HILn_QI26740__NA	194.0568	HILIC-neg	TRUE	NA	NA	NA
HILn_QI13050__NA	260.9962	HILIC-neg	TRUE	NA	NA	NA
HILn_QI1598__NA	356.6118	HILIC-neg	TRUE	NA	NA	NA
HILn_QI1418__NA	258.9918	HILIC-neg	TRUE	NA	NA	NA
HILn_QI5633__NA	277.0565	HILIC-neg	TRUE	NA	NA	NA
HILn_QI6138__NA	238.9866	HILIC-neg	TRUE	NA	NA	NA
HILn_QI24688__NA	343.9955	HILIC-neg	TRUE	NA	NA	NA
HILn_QI10637__NA	320.0629	HILIC-neg	TRUE	NA	NA	NA
HILn_QI3015__NA	185.5164	HILIC-neg	TRUE	NA	NA	NA
HILn_QI9299__NA	214.9689	HILIC-neg	TRUE	NA	NA	NA
HILn_QI2397__NA	372.0408	HILIC-neg	TRUE	NA	NA	NA
HILn_QI2738__NA	359.0779	HILIC-neg	TRUE	NA	NA	NA
HILn_QI5544__NA	204.0267	HILIC-neg	TRUE	NA	NA	NA
HILn_QI4168__NA	447.1776	HILIC-neg	TRUE	NA	NA	NA
HILn_QI4203__NA	281.0823	HILIC-neg	TRUE	NA	NA	NA
HILn_QI6327__NA	188.994	HILIC-neg	TRUE	NA	NA	NA
HILn_QI6816__NA	176.0438	HILIC-neg	TRUE	NA	NA	NA
HILn_QI1871__NA	262.9868	HILIC-neg	TRUE	NA	NA	NA
HILn_QI413__NA	371.6778	HILIC-neg	TRUE	NA	NA	NA
HILn_QI4959__NA	396.0403	HILIC-neg	TRUE	NA	NA	NA
HILn_QI31293__NA	417.2285	HILIC-neg	TRUE	NA	NA	NA
HILn_QI2484__NA	581.2807	HILIC-neg	TRUE	NA	NA	NA
HILn_QI26203__NA	439.0744	HILIC-neg	TRUE	NA	NA	NA
HILn_QI5928__NA	237.9961	HILIC-neg	TRUE	NA	NA	NA
HILn_QI8066__NA	176.0437	HILIC-neg	TRUE	NA	NA	NA
HILn_QI27761__NA	214.0793	HILIC-neg	TRUE	NA	NA	NA
HILn_QI781__NA	216.0188	HILIC-neg	TRUE	NA	NA	NA
HILn_QI1481__NA	216.5205	HILIC-neg	TRUE	NA	NA	NA
HILn_QI348__NA	429.0501	HILIC-neg	TRUE	NA	NA	NA
HILn_QI30688__NA	238.9944	HILIC-neg	TRUE	NA	NA	NA
HILn_QI31381__NA	238.9938	HILIC-neg	TRUE	NA	NA	NA
HILn_QI26307__NA	156.9969	HILIC-neg	TRUE	NA	NA	NA
HILn_QI7143__NA	345.0292	HILIC-neg	TRUE	NA	NA	NA
HILn_QI8639__NA	176.0435	HILIC-neg	TRUE	NA	NA	NA
HILn_QI22015__NA	128.9923	HILIC-neg	TRUE	NA	NA	NA
HILn_QI7041__NA	193.5032	HILIC-neg	TRUE	NA	NA	NA
HILn_QI4123__NA	361.0934	HILIC-neg	TRUE	NA	NA	NA
HILn_QI30797__NA	194.057	HILIC-neg	TRUE	NA	NA	NA
HILn_QI31680__NA	303.0625	HILIC-neg	TRUE	NA	NA	NA
HILn_QI4488__NA	193.5033	HILIC-neg	TRUE	NA	NA	NA
HILn_QI33194__NA	156.9969	HILIC-neg	TRUE	NA	NA	NA
HILn_QI7140__NA	581.2805	HILIC-neg	TRUE	NA	NA	NA
HILn_QI25455__NA	208.0728	HILIC-neg	TRUE	NA	NA	NA
HILn_QI17629__NA	167.0716	HILIC-neg	TRUE	NA	NA	NA
HILn_QI1382__NA	301.072	HILIC-neg	TRUE	NA	NA	NA
HILn_QI22123__NA	208.073	HILIC-neg	TRUE	NA	NA	NA
HILn_QI19909__NA	292.0467	HILIC-neg	TRUE	NA	NA	NA
HILn_QI24334__NA	379.0136	HILIC-neg	TRUE	NA	NA	NA
HILn_QI13630__NA	345.0292	HILIC-neg	TRUE	NA	NA	NA
HILn_QI30348__NA	419.0891	HILIC-neg	TRUE	NA	NA	NA
HILn_QI1133__NA	533.1301	HILIC-neg	TRUE	NA	NA	NA
HILn_QI11759__NA	323.5971	HILIC-neg	TRUE	NA	NA	NA
HILn_QI4091__NA	385.0935	HILIC-neg	TRUE	NA	NA	NA
HILn_QI19887__NA	296.8885	HILIC-neg	TRUE	NA	NA	NA
HILn_QI5420__NA	170.0356	HILIC-neg	TRUE	NA	NA	NA
HILn_QI2545__NA	385.0685	HILIC-neg	TRUE	NA	NA	NA
HILn_QI483__NA	439.0889	HILIC-neg	TRUE	NA	NA	NA
HILn_QI30547__NA	194.0568	HILIC-neg	TRUE	NA	NA	NA
HILn_QI12298__NA	222.0233	HILIC-neg	TRUE	NA	NA	NA
HILn_QI855__NA	258.9917	HILIC-neg	TRUE	NA	NA	NA
HILn_QI10808__NA	389.1247	HILIC-neg	TRUE	NA	NA	NA
HILn_QI2280__NA	359.0778	HILIC-neg	TRUE	NA	NA	NA
HILn_QI22337__NA	214.0683	HILIC-neg	TRUE	NA	NA	NA
HILn_QI7479__NA	325.0723	HILIC-neg	TRUE	NA	NA	NA
HILn_QI1035__NA	369.0292	HILIC-neg	TRUE	NA	NA	NA
HILn_QI19692__NA	445.0896	HILIC-neg	TRUE	NA	NA	NA
HILn_QI10707__NA	455.1464	HILIC-neg	TRUE	NA	NA	NA
HILn_QI4140__NA	273.0519	HILIC-neg	TRUE	NA	NA	NA
HILn_QI3274__NA	223.9894	HILIC-neg	TRUE	NA	NA	NA
HILn_QI14558__NA	296.8874	HILIC-neg	TRUE	NA	NA	NA
HILn_QI21776__NA	337.0571	HILIC-neg	TRUE	NA	NA	NA
HILn_QI22629__NA	258.9211	HILIC-neg	TRUE	NA	NA	NA
HILn_QI31779__NA	313.9038	HILIC-neg	TRUE	NA	NA	NA
HILn_QI7944__NA	318.0261	HILIC-neg	TRUE	NA	NA	NA
HILn_QI3040__NA	120.0218	HILIC-neg	TRUE	NA	NA	NA
HILn_QI3203__NA	120.5234	HILIC-neg	TRUE	NA	NA	NA
HILn_QI28432__NA	329.0307	HILIC-neg	TRUE	NA	NA	NA
HILn_QI6919__NA	452.1107	HILIC-neg	TRUE	NA	NA	NA
HILn_QI16857__NA	214.0684	HILIC-neg	TRUE	NA	NA	NA
HILn_QI31490__NA	156.0016	HILIC-neg	TRUE	NA	NA	NA
HILn_QI10168__NA	176.0435	HILIC-neg	TRUE	NA	NA	NA
HILn_QI32828__NA	156.0015	HILIC-neg	TRUE	NA	NA	NA
HILn_QI25675__NA	236.9203	HILIC-neg	TRUE	NA	NA	NA
HILn_QI11784__NA	176.0435	HILIC-neg	TRUE	NA	NA	NA
HILn_QI20807__NA	156.0049	HILIC-neg	TRUE	NA	NA	NA
HILn_QI3133__NA	225.5024	HILIC-neg	TRUE	NA	NA	NA
HILn_QI3543__NA	226.0041	HILIC-neg	TRUE	NA	NA	NA
HILn_QI24926__NA	313.9035	HILIC-neg	TRUE	NA	NA	NA
HILn_QI33599__NA	156.0021	HILIC-neg	TRUE	NA	NA	NA
HILn_QI22518__NA	351.4741	HILIC-neg	TRUE	NA	NA	NA
HILn_QI26190__NA	208.0728	HILIC-neg	TRUE	NA	NA	NA
HILn_QI12922__NA	313.901	HILIC-neg	TRUE	NA	NA	NA
HILn_QI27024__NA	296.8878	HILIC-neg	TRUE	NA	NA	NA
HILn_QI31775__NA	534.8096	HILIC-neg	TRUE	NA	NA	NA
HILn_QI13870__NA	296.8883	HILIC-neg	TRUE	NA	NA	NA
HILn_QI5651__NA	313.8989	HILIC-neg	TRUE	NA	NA	NA
HILn_QI13030__NA	313.9035	HILIC-neg	TRUE	NA	NA	NA
HILn_QI2559__NA	211.0004	HILIC-neg	TRUE	NA	NA	NA
HILn_QI3852__NA	310.9023	HILIC-neg	TRUE	NA	NA	NA
HILn_QI1073__NA	202.0275	HILIC-neg	TRUE	NA	NA	NA
HILn_QI15324__NA	313.9037	HILIC-neg	TRUE	NA	NA	NA
HILn_QI3121__NA	370.8693	HILIC-neg	TRUE	NA	NA	NA
HILn_QI33517__NA	156.0024	HILIC-neg	TRUE	NA	NA	NA
HILn_QI12380__NA	313.9038	HILIC-neg	TRUE	NA	NA	NA
HILn_QI32099__NA	194.0543	HILIC-neg	TRUE	NA	NA	NA
HILn_QI8767__NA	203.4893	HILIC-neg	TRUE	NA	NA	NA
HILn_QI11109__NA	313.9003	HILIC-neg	TRUE	NA	NA	NA
HILn_QI10944__NA	313.9037	HILIC-neg	TRUE	NA	NA	NA
HILn_QI2210__NA	288.0517	HILIC-neg	TRUE	NA	NA	NA
HILn_QI428__NA	445.0784	HILIC-neg	TRUE	NA	NA	NA
HILn_QI25465__NA	194.0538	HILIC-neg	TRUE	NA	NA	NA
HILn_QI8264__NA	313.9036	HILIC-neg	TRUE	NA	NA	NA
HILn_QI6453__NA	313.9034	HILIC-neg	TRUE	NA	NA	NA
HILn_QI17041__NA	313.9036	HILIC-neg	TRUE	NA	NA	NA
HILn_QI21271__NA	214.0679	HILIC-neg	TRUE	NA	NA	NA
HILn_QI11538__NA	176.0433	HILIC-neg	TRUE	NA	NA	NA
HILn_QI19352__NA	313.9035	HILIC-neg	TRUE	NA	NA	NA
HILn_QI30051__NA	225.5335	HILIC-neg	TRUE	NA	NA	NA
HILn_QI10080__NA	176.0435	HILIC-neg	TRUE	NA	NA	NA
HILn_QI15524__NA	232.5594	HILIC-neg	TRUE	NA	NA	NA
HILn_QI22106__NA	313.9039	HILIC-neg	TRUE	NA	NA	NA
HILn_QI20027__NA	688.7179	HILIC-neg	TRUE	NA	NA	NA
HILn_QI23473__NA	313.9036	HILIC-neg	TRUE	NA	NA	NA
HILn_QI19980__NA	96.9766	HILIC-neg	TRUE	NA	NA	NA
HILn_QI12640__NA	214.0685	HILIC-neg	TRUE	NA	NA	NA
HILn_QI10720__NA	136.9913	HILIC-neg	TRUE	NA	NA	NA
HILn_QI23746__NA	452.1103	HILIC-neg	TRUE	NA	NA	NA
HILn_QI11734__NA	270.5672	HILIC-neg	TRUE	NA	NA	NA
HILn_QI29641__NA	236.92	HILIC-neg	TRUE	NA	NA	NA
HILn_QI3986__NA	294.6364	HILIC-neg	TRUE	NA	NA	NA
HILn_QI289__NA	441.0835	HILIC-neg	TRUE	NA	NA	NA
HILn_QI12410__NA	353.0341	HILIC-neg	TRUE	NA	NA	NA
HILn_QI1986__NA	614.1801	HILIC-neg	TRUE	NA	NA	NA
HILn_QI31769__NA	214.068	HILIC-neg	TRUE	NA	NA	NA
HILn_QI7076__NA	327.0516	HILIC-neg	TRUE	NA	NA	NA
HILn_QI17377__NA	340.0526	HILIC-neg	TRUE	NA	NA	NA
HILn_QI24656__NA	156.0049	HILIC-neg	TRUE	NA	NA	NA
HILn_QI2253__NA	225.4989	HILIC-neg	TRUE	NA	NA	NA
HILn_QI31222__NA	236.9189	HILIC-neg	TRUE	NA	NA	NA
HILn_QI26186__NA	315.1349	HILIC-neg	TRUE	NA	NA	NA
HILn_QI4264__NA	232.5592	HILIC-neg	TRUE	NA	NA	NA
HILn_QI15454__NA	233.061	HILIC-neg	TRUE	NA	NA	NA
HILn_QI24631__NA	194.0047	HILIC-neg	TRUE	NA	NA	NA
HILn_QI9399__NA	466.1257	HILIC-neg	TRUE	NA	NA	NA
HILn_QI29078__NA	156.0049	HILIC-neg	TRUE	NA	NA	NA
HILn_QI273__NA	471.094	HILIC-neg	TRUE	NA	NA	NA
HILn_QI7317__NA	379.0135	HILIC-neg	TRUE	NA	NA	NA
HILn_QI31970__NA	407.082	HILIC-neg	TRUE	NA	NA	NA
HILn_QI33441__NA	407.4165	HILIC-neg	TRUE	NA	NA	NA
HILn_QI33664__NA	407.7509	HILIC-neg	TRUE	NA	NA	NA
HILn_QI28303__NA	208.0729	HILIC-neg	TRUE	NA	NA	NA
HILn_QI26907__NA	225.5334	HILIC-neg	TRUE	NA	NA	NA
HILn_QI21935__NA	210.5463	HILIC-neg	TRUE	NA	NA	NA
HILn_QI31192__NA	284.2681	HILIC-neg	TRUE	NA	NA	NA
HILn_QI7521__NA	204.0304	HILIC-neg	TRUE	NA	NA	NA
HILn_QI6991__NA	186.492	HILIC-neg	TRUE	NA	NA	NA
HILn_QI2720__NA	190.5309	HILIC-neg	TRUE	NA	NA	NA
HILn_QI14502__NA	204.0375	HILIC-neg	TRUE	NA	NA	NA
HILn_QI5350__NA	209.0228	HILIC-neg	TRUE	NA	NA	NA
HILn_QI29324__NA	245.5491	HILIC-neg	TRUE	NA	NA	NA
HILn_QI24636__NA	246.0508	HILIC-neg	TRUE	NA	NA	NA
HILn_QI12581__NA	226.0254	HILIC-neg	TRUE	NA	NA	NA
HILn_QI3280__NA	226.0533	HILIC-neg	TRUE	NA	NA	NA
HILn_QI21950__NA	383.0642	HILIC-neg	TRUE	NA	NA	NA
HILn_QI33686__NA	492.1057	HILIC-neg	TRUE	NA	NA	NA
HILn_QI2239__NA	225.5515	HILIC-neg	TRUE	NA	NA	NA
HILn_QI791__NA	501.1057	HILIC-neg	TRUE	NA	NA	NA
HILn_QI4663__NA	186.5137	HILIC-neg	TRUE	NA	NA	NA
HILn_QI2557__NA	335.1149	HILIC-neg	TRUE	NA	NA	NA
HILn_QI2953__NA	359.035	HILIC-neg	TRUE	NA	NA	NA
HILn_QI22912__NA	366.6801	HILIC-neg	TRUE	NA	NA	NA
HILn_QI33132__NA	194.0571	HILIC-neg	TRUE	NA	NA	NA
HILn_QI12204__NA	214.0434	HILIC-neg	TRUE	NA	NA	NA
HILn_QI979__NA	224.9972	HILIC-neg	TRUE	NA	NA	NA
HILn_QI16194__NA	377.0884	HILIC-neg	TRUE	NA	NA	NA
HILn_QI954__NA	223.9893	HILIC-neg	TRUE	NA	NA	NA
HILn_QI23434__NA	171.5082	HILIC-neg	TRUE	NA	NA	NA
HILn_QI7266__NA	193.5031	HILIC-neg	TRUE	NA	NA	NA
HILn_QI7856__NA	233.0022	HILIC-neg	TRUE	NA	NA	NA
HILn_QI25571__NA	295.891	HILIC-neg	TRUE	NA	NA	NA
HILn_QI14672__NA	388.0135	HILIC-neg	TRUE	NA	NA	NA
HILn_QI5199__NA	157.5293	HILIC-neg	TRUE	NA	NA	NA
