Genus	PRISM.7122	PRISM.7147	PRISM.7150	PRISM.7153	PRISM.7184	PRISM.7238	PRISM.7406	PRISM.7408	PRISM.7421	PRISM.7445	PRISM.7486	PRISM.7496	PRISM.7506	PRISM.7547	PRISM.7658	PRISM.7662	PRISM.7744	PRISM.7759	PRISM.7762	PRISM.7776	PRISM.7791	PRISM.7843	PRISM.7847	PRISM.7852	PRISM.7855	PRISM.7858	PRISM.7860	PRISM.7861	PRISM.7862	PRISM.7870	PRISM.7874	PRISM.7875	PRISM.7879	PRISM.7897	PRISM.7899	PRISM.7904	PRISM.7906	PRISM.7908	PRISM.7909	PRISM.7910	PRISM.7911	PRISM.7912	PRISM.7938	PRISM.7941	PRISM.7947	PRISM.7948	PRISM.7955	PRISM.7971	PRISM.7989	PRISM.8095	PRISM.8096	PRISM.8101	PRISM.8106	PRISM.8129	PRISM.8226	PRISM.8244	PRISM.8264	PRISM.8275	PRISM.8283	PRISM.8332	PRISM.8336	PRISM.8361	PRISM.8374	PRISM.8377	PRISM.8406	PRISM.8441	PRISM.8444	PRISM.8447	PRISM.8452	PRISM.8458	PRISM.8462	PRISM.8464	PRISM.8466	PRISM.8467	PRISM.8475	PRISM.8480	PRISM.8483	PRISM.8485	PRISM.8496	PRISM.8502	PRISM.8503	PRISM.8511	PRISM.8513	PRISM.8515	PRISM.8523	PRISM.8534	PRISM.8537	PRISM.8550	PRISM.8564	PRISM.8565	PRISM.8573	PRISM.8577	PRISM.8589	PRISM.8591	PRISM.8592	PRISM.8605	PRISM.8624	PRISM.8628	PRISM.8629	PRISM.8667	PRISM.8675	PRISM.8683	PRISM.8692	PRISM.8696	PRISM.8728	PRISM.8734	PRISM.8735	PRISM.8746	PRISM.8749	PRISM.8753	PRISM.8754	PRISM.8758	PRISM.8764	PRISM.8765	PRISM.8774	PRISM.8776	PRISM.8778	PRISM.8783	PRISM.8784	PRISM.8785	PRISM.8788	PRISM.8789	PRISM.8794	PRISM.8795	PRISM.8800	PRISM.8802	PRISM.8803	PRISM.8805	PRISM.8806	PRISM.8807	PRISM.8809	PRISM.8815	PRISM.8841	PRISM.8843	PRISM.8844	PRISM.8846	PRISM.8847	PRISM.8849	PRISM.8878	PRISM.8882	PRISM.8892	PRISM.8894	PRISM.8898	PRISM.8924	PRISM.8932	PRISM.8982	PRISM.8998	PRISM.9010	PRISM.9018	PRISM.9030	PRISM.9033	PRISM.9074	PRISM.9079	PRISM.9126	PRISM.9148	Validation.LLDeep_0001	Validation.LLDeep_0003	Validation.LLDeep_0010	Validation.LLDeep_0011	Validation.LLDeep_0012	Validation.LLDeep_0015	Validation.LLDeep_0018	Validation.LLDeep_0021	Validation.LLDeep_0022	Validation.LLDeep_0024	Validation.LLDeep_0026	Validation.LLDeep_0027	Validation.LLDeep_0028	Validation.LLDeep_0029	Validation.LLDeep_0030	Validation.LLDeep_0033	Validation.LLDeep_0034	Validation.LLDeep_0037	Validation.LLDeep_0039	Validation.LLDeep_0043	Validation.LLDeep_0047	Validation.LLDeep_0052	Validation.UMCG0333264	Validation.UMCG1180653	Validation.UMCG1576297	Validation.UMCG1705352	Validation.UMCG1708847	Validation.UMCG2023308	Validation.UMCG2136686	Validation.UMCG2739287	Validation.UMCG2788516	Validation.UMCG3243705	Validation.UMCG3299495	Validation.UMCG3321127	Validation.UMCG3595094	Validation.UMCG3748218	Validation.UMCG4000898	Validation.UMCG4081271	Validation.UMCG4268471	Validation.UMCG4722506	Validation.UMCG4789724	Validation.UMCG4851027	Validation.UMCG5113553	Validation.UMCG5308346	Validation.UMCG5437940	Validation.UMCG5613882	Validation.UMCG5792346	Validation.UMCG5921444	Validation.UMCG6047689	Validation.UMCG6054655	Validation.UMCG6262744	Validation.UMCG6628208	Validation.UMCG6720116	Validation.UMCG6738619	Validation.UMCG6868484	Validation.UMCG6966873	Validation.UMCG7115152	Validation.UMCG7198526	Validation.UMCG7563651	Validation.UMCG8089650	Validation.UMCG8255148	Validation.UMCG8438880	Validation.UMCG9119812	Validation.UMCG9189151	Validation.UMCG9830707
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides	0.263068	0.0019146	9.99e-5	0	0.0098082	0.0873012	2.73e-5	0.0438875	7.72e-5	0	0.0105289	3.983e-4	0.0481117	0.0310401	4.66e-5	0.010822100000000001	0.0134858	0.0019420000000000001	0.0091346	0	0.0016181	9.54e-5	0.0333639	0.0034565	0.0073398	6.332e-4	0.0054776	0.0012163	0.0136489	0.0012406	0.0017181	0	0.0165301	6.92e-5	0.0439639	0.0102979	0	0	0.022882299999999998	0.0013440000000000001	4.0689999999999997e-4	0.0130473	0	3.68e-5	0	6.08e-5	1.326e-4	0	1.72e-5	1.66e-5	0.0112395	0.0219317	0	0.0031580000000000002	0.0282691	0.0584299	0	0.0014961000000000002	0.0138184	0.0186881	0	0.0086701	0.019944	0.0024033	3.5300000000000004e-5	2.79e-5	0.0077685	0.0027684	0	0	4.6e-6	0	0.0216922	0.0407618	0.0022006	0	0.0016259	0.1110125	0	0	0.0063191	0.0046616	0.0170351	6.699e-4	0	0	0	0	0.0846846	5.121e-4	0.0016382	0.0067336	3.144e-4	0.089237	3.1570000000000003e-4	0.0048149	0.0220811	9.76e-5	0	0.0200563	0	4.195e-4	0.01254	0.0062346	0.0717149	2.8299999999999997e-5	0.0070758999999999996	3.92e-5	0.3559092	0.0301377	0.0314186	0	0.1163179	0.0012293	0.0413908	0.0047805	0.0279549	0.1537328	0.0391583	0.1288319	0.0103773	0.0123861	6.48e-5	0.0568929	0.015650999999999998	0.1307807	0.0170183	4.8100000000000004e-5	3.69e-5	2.3500000000000002e-5	2.74e-5	2.6799999999999998e-5	5.19e-5	0.031264299999999995	0.2435801	0.042156400000000004	0.0288083	3.69e-5	0.0402478	0.013255900000000001	0	0.0115181	0.0209176	0.0413886	0.311595	0.0044081	0.019833299999999998	0.0433201	0	0.0542711	0.0025476	0	0	0.047541299999999995	0.0670263	0.0021029	0.0025685	0.010086099999999999	0.033444299999999996	0.0013765000000000001	0.0035008	0.0021294	0.0065388	0.0047907	0.0029132	0	3.1999999999999997e-4	0.006052	1.8580000000000002e-4	0.0013637	0.0050014000000000005	0.0020266	4.298e-4	0	3.547e-4	0.0016769	0.0011153	0	0.0016856000000000002	3.096e-4	0.0145614	0.0014515	0	0.0228511	0	0	0.0122678	0.0117539	0.0111853	0.021843300000000003	0.003042	0.0210295	0.0074877	0	0.0021988000000000003	0.0033309	0.0041686	0.0105758	0	0	0.0088691	0.0083971	0	0.012696299999999999	0	0.0014461	0	0.0039799	0.0092373	0.0041313	8.768e-4	0.0608105	0.0095452	0.0020667	0	0.0082559	0	0.0069261	0.007207	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella	0	0	0	0	0	0	0	0.0068699	0	0	0	0	0	0	0	0	0.0011612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006446	0	0.0097119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.71e-4	0	3.003e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0059676	0	0	0	0	0	0	0	0	0	6.27e-5	0	0	0.0145243	0	0	0	0	0	0	0	0	0.0070197	0	0	0	0	0	0	0.0119323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0113066	0	0	0	0	0	0	0	0	0.0049124	0	0	0	0	0.0035524	0	0	0	0	0.0037558	0	0	0.004964100000000001	7.867e-4	0	7.817e-4	0	0.0042325999999999996	0	0	0	0	0	0	0	8.17e-5	0	0	1.748e-4	0	0	7.14e-4	0.0015016	0.0262182	0.0022946	0	0	0	0	0	0.006218700000000001	0	0	0	0.0011972	0.029567899999999998	0	0	0	0	0.0036568	0	0	0	0	0.0050203	0	0	0	0	0	0	0	0	0	0	0	0.0010374	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	0	3.12e-5	5.46e-5	0	0	0	3.79e-5	7.32e-5	0	0	0	0	3.59e-5	2.58e-5	0	0	0.0354395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0437382	0.0176522	0	0	0	0.0836343	0.0139384	0	0	0	0	0	0	0	1.38e-5	0	0	0	0	0	0	0	0	8.12e-5	0	8.04e-5	4.33e-5	3.95e-5	0	0	8.941e-4	0	2.48e-5	0	0	0	0	0.0241676	0	0	0	0	0	0	0	0	0	0	0	0	0	7.08e-5	0.125082	0	3.22e-5	0	0	3.223e-4	0.0043528	0	0.0047048	0.0150616	0	0	9.415e-4	0	0	0	1.23e-5	0.119771	0	0	0.0316016	4.13e-5	7.66e-5	3.59e-5	3.83e-5	5.89e-5	0.0603761	4.1e-6	1.466e-4	0.0783209	3.02e-5	0.302838	2.74e-5	5.42e-5	7.24e-5	4.79e-5	0.33692	0.278546	4.7e-5	0	2.57e-5	4.41e-5	3.79e-5	6.45e-5	1.99e-5	2.55e-5	3.57e-5	2.21e-5	5.6e-5	2.65e-5	0	3.26e-5	4.85e-5	1.93e-5	0	0	0	0	0.331195	7.53e-5	0	0	0	0	0	0.22023	0.0545792	0	0.467503	0	0	0.013167	0	0	0	0	0	0.004225	5.331e-4	0	0.0041034	0	0	0	0	0.0075613	0	0.0025326	0	0	0.0028897	0	0	0	0.119563	0	0.0428726	0	0	0	0	0	0.0404732	0	0	0	0	0	0	0	0.0200136	0	0.272297	0	0	0	0	0	0	0	0	0.0065594	0	0	0	0.0017591	2.802e-4	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes	0	0.0257672	0.21544459999999999	0	0.0273073	0	3.3299999999999996e-5	0.0862606	0	0	1.826e-4	9.108e-4	0.1024254	0.188579	0.0053795	0.0293949	0.0062552	0	0	3.6540000000000005e-4	0.0022356999999999998	0	0.1197949	0.0059237	0.0338355	0.0092586	0.0066401	0.0070877	0.0705129	0.0103157	0.0827065	0	0.0658999	0.0014188999999999998	0.0721237	0.0513369	0.012176600000000001	0	0.0862114	0.0140653	0.0010648	0.1124542	0	0	0.0363954	0	0.0049725	0	1.07e-5	0	0	0.200382	0	0.0025442	0	0.1317584	6.36e-5	0.0088989	0.1056511	0.059291199999999995	0	0.0270221	0.0151509	0.0019693000000000002	5.58e-5	0.0130039	0.0149695	0.019008399999999998	0	0.0904852	0	0	0	0.0446165	0	0.0102836	0.0117415	0.0242811	0	0	0.0763301	0	0.0269234	0.0044573	0	0	0	0	0.0179646	4.93e-4	5.37e-5	0.0703959	0.0037595000000000003	0	0.0015013	0.011024099999999998	0.0470801	0.052192	0	0.0241746	0	3.506e-4	0.10542939999999999	0	0.0683241	0.12315449999999999	0.0068912999999999995	5.19e-5	6.07e-5	0.008319700000000001	0.060118500000000005	4.8e-6	0.053491699999999996	0.0894634	0.1286264	0.0118244	0.1536826	6.379999999999999e-5	0.0362602	0.0490892	0.067402	0.0506784	0.054966299999999996	0.0553369	0.0346816	0.07387769999999999	0.044170499999999994	4.265e-4	3.82e-5	0.3623905	3.13e-5	7.46e-5	0.001594	0.0645862	9.8e-6	3.95e-5	0.08838649999999999	3.83e-5	0.0813951	5.024e-4	0	0.1319158	0.0239232	0.051731	0	0.1373049	0	0.2121824	0.0019196	0	0.0012643	0	0.009408699999999999	0.09894309999999999	0.0843056	0.004044	0.0085129	0.050079	0.0586134	0.0091336	0.0192878	0.1015027	0.0734383	0.0260173	0.016776100000000002	7.877e-4	0.006834600000000001	0.011624	0.0158456	0.0115415	0.0338949	0.0049137	0.0196127	0.0062404	0.0016272	0.0079154	0.0075442999999999994	3.07e-5	0.0030994	0	0.0159076	0.0398547	0	0.054541400000000004	4.832e-4	0.0513082	0.0030994000000000004	0	0.0083473	0.0071024	8.604e-4	0.0068086	0.1058662	0	0.0120062	0.043691900000000006	0	0	0.0111391	0	0	0.0354861	0	0.0486834	0	1.491e-4	0	0.0088192	0.015392900000000001	0.0550507	0.0126399	8.791999999999999e-4	0.0527935	0.0231684	0	0.0022179	0.0202076	0.0426732	0.0174299	9.255e-4
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus	4.37e-5	0	0	3.17e-5	3.9800000000000005e-5	0.0011317	0.0197606	0	1.15e-5	0.0200187	6.25e-5	0	0	0	5.9e-6	0	6.17e-5	1.088e-4	0	2.0150000000000002e-4	6.829999999999999e-5	4.08e-4	0	0.0682483	0	0	0	0	0	3.868e-4	0	0.0021297	0	0.0011293	0	0	0	0	0.0383712	0.0536666	5.206e-4	0	2.065e-4	8.157e-4	0.013875	6.57e-5	0	0	3.117e-4	0.0051472	0	0	0.0075581	8.1e-4	2.76e-5	0	0.0137503	0	0	0	0.251163	5.3899999999999996e-5	9.048999999999999e-4	0.0065119	0.0042275	0	0	9.365e-4	0.0029361	0	5.93e-5	0.0044118000000000004	6.08e-5	3.77e-5	4.93e-5	0	9.169999999999999e-5	7.510000000000001e-5	6.91e-5	0	0.0013443	4.43e-4	0	5.54e-5	4.376e-4	7.864e-4	0.0015524	0.027734699999999998	0.0033014	6.7e-6	1.49e-5	0	0	0.0012983	5.58e-5	0	1.275e-4	1.785e-4	0.795195	0	0	8.531e-4	0	0	4.9e-6	0	0	1.4e-6	3.1e-6	0	0	0.0198438	5.31e-5	0	0	0	0	0	0.0026745	0	0	0	0.0060972	6.826e-4	0	0	1.43e-5	0	0	3.88e-5	6.57e-4	1.094e-4	0	0.0011794	0	0	0.0072770000000000005	2.44e-5	0	0	0	0	0	0	0.003339	0.0690702	0	0	0	7.3e-6	1.91e-5	9.736e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	8.62e-5	8.7e-6	2.723e-4	0	3.41e-5	0.0071084	1.79e-5	0.043455	8.75e-5	0.0049983	1.54e-5	0	0	8.4e-6	9.6e-6	0	5.25e-5	0.0080626	0	0	5.66e-5	0.0486795	0	0	0	0	0	0	0	4.91e-4	0	0.0010661	0	0.0023177	0	0	0.0019773	1.545e-4	1.458e-4	5.144e-4	0	0	0.1314128	7.16e-5	5.26e-5	5.74e-5	0.0049817	0.3274377	6.91e-5	2.594e-4	0	0	0	0.0026088	0.022995099999999997	0	9.82e-5	0	7.218e-4	0	0.6844582	1.96e-5	0.0019725	2.1e-5	0.0012974999999999998	0	0	0	0.4398209	0	1.3900000000000002e-4	0	3.74e-5	0.0019599	0.0272171	0	0.0012735	4.1400000000000003e-5	4.4e-6	0	0.0016773	0	0.0036346	0	3.694e-4	0.0078207	0	1.88e-5	1.52e-5	0	0.0097109	0.0278778	0	3.434e-4	0.0046937	0	6.3e-5	5.268e-4	0.0049553999999999996	0.0037553	0	0.008409699999999999	0	0	1.06e-5	0.0020642	2.64e-5	0.167281	0.0019969	0	0	0.06582790000000001	3.27e-5	0	0	3.1e-6	0	3.075e-4	2.07e-5	0.0024479999999999997	0	0	1.957e-4	0	8e-7	0	0	0	0.0310006	2.18e-5	0	1e-6	1.05e-5	0.0153317	0	2.129e-4	0	0.0537082	0	0	6.79e-5	0	0	0	0.043172	4.29e-5	0	4.6530000000000003e-4	0	0.0039387	0	0.1964434	0	0	0	0	0	0	0	0	0	0	0	0	0.0278066	8.817e-4	0	0	0	0	0.0025354	0.0012761	0.0039454	0	0.0108997	0	4.661e-4	0.0025831	0	0	0.0015474	0	1.31e-4	0	0.0058055	0	0	0	0	0	0.001665	0	0.0320856	0	0	0.0081416	4.82e-5	0	0	0.156907	0	0	0	1.825e-4	0.0013411	0.0029224	0.0341681	0	2.168e-4	0.0046453	0	5.613e-4	1.102e-4	0	0.194522	0.0026443	0	0	0.002892	3.152e-4
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Pediococcus	0	0	0	0	0	0.1946339	0	2.12e-5	5.9499999999999996e-5	0	0	0	1.8e-6	0	4.54e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011011	0	0	0	0	0	0	0	0	0	0	0	0	9.3e-6	1.5010000000000002e-4	0	0.0432238	0	4.4999999999999996e-5	0	0	0.0028558999999999998	0	0	0	0	0	0	0	0.0498298	4.455e-4	2.0360000000000002e-4	0	7.28e-5	0	0	0	0	0	0	0	0	0	0.033836	0	0	0	0	0.06979640000000001	0	0	0	0	0	0.0040928	0	0	0.0026209	0	0	0	0	0.081959100000000007	6.15e-5	0	0	0	0	0.0020448999999999997	0	0	0	0	0	0	0	0.001986	0	0	0	0.22999599999999998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0042279	0	0.0039977	0	0	0	0	0	1.38e-5	3.42e-5	0	0	0.0066062	0	0	0	0	0	0	0	0	0	0	0.0860431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc	0	0	0	0	6.969e-4	8.383e-4	0	0	2.893e-4	0	1.31e-4	0	0	0	2.47e-4	0	0	8.567e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.12e-5	0	7.673e-4	0	9.742e-4	0.0037187	0	0	0	0	0	5.361e-4	0	0.0142043	0	0	0	0.0028648	0	4.855e-4	0	0	0	0	0	0.0801092	0	2.008e-4	0	0	0	3.853e-4	0	0.0069685	0	0.0017076	0	0	0	0	0	0	0	0	0.0011228	0	0	0	0	0	0	0	0	0	0	0.0107358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus	3.21e-5	0	9.07e-5	0	0	8.509e-4	9.371e-4	0	2.576e-4	0.0013949	1.264e-4	1.389e-4	3.346e-4	0	1.372e-4	3.54e-5	1.469e-4	0	3.311e-4	0	0	0	8.97e-5	0	0.0015683	5.5e-6	0	0.0010744	0	4.566e-4	3.334e-4	0	0.0035191	0	0	3.582e-4	1.423e-4	0	1.8e-5	0	2.8e-5	0.0011555	0	0	9.123e-4	0	1.36e-4	0	3.602e-4	0	0	0	0.0016436	0	0	0	2.144e-4	0	0	0	2.017e-4	7.761e-4	0	6.812e-4	2.352e-4	0.0013813	0	0.0020618	0	0.0012452	6.226e-4	7.41e-5	0.0015139	3.48e-5	0	0	7.467e-4	2.33e-5	0	0	6.014e-4	0	0	0	0	0.008166	3.751e-4	0	6.709e-4	0.0354915	0.0040663	0	0	0.0030163	4.99e-5	0	1.351e-4	1.066e-4	3.044e-4	0	0	2.697e-4	3.73e-5	1.794e-4	7.757e-4	7.6e-5	5.766e-4	0	5.07e-5	0.0024235	1.208e-4	8.663e-4	0	0	0	0	2.305e-4	3.041e-4	1.74e-4	7.128e-4	0	5.32e-5	5.94e-5	1.07e-4	0	0	0.0102141	0.0197749	0	4.24e-5	7.38e-5	4.4e-5	9.3e-6	2.12e-4	0	0	6.264e-4	9.88e-4	0	0	2.82e-5	0	0	0.0030852	0	9.8e-6	0.0017295	0	0	0	0	7.28e-5	0	9.52e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus	0.0068147	0.0049638	0.020593	0.001444	0.0053181	0.0045357	0.0751543	0.0329869	0.0737599	0.0212812	0.0025679	0.0145005	7.852e-4	0.0033533	0.045577999999999994	0.0112459	0.0027261	0.0947095	0.0031395999999999998	0.0454295	4.364e-4	7.615e-4	0.019829700000000002	0.011546699999999998	0.014884000000000001	0.0016330000000000001	0.0169705	0.0066827	0.017586599999999997	0.0018215	0.0016855	0	0.0039511	0.1071544	0.0038729999999999997	0.0030027	0.046811599999999995	0.001712	0.0025583999999999997	0.0156373	0.0078608	0.043807	0.014267599999999998	0.0065626	5.804e-4	0.010114499999999998	0.0097506	0.060302299999999996	0.0024915000000000002	0.0027069999999999998	0.0043441	0.0012482	0.0026681	0.005367	0.0245599	8.797e-4	0.0105688	0.0030756	0.0021513	0.005614	0.009130000000000001	0.0074148	4.7349999999999996e-4	0.0039243	0.0174403	0.0024914	0.007347299999999999	0.0042277	0.37340979999999996	0.0046133	0.0784593	0.039744	0.0034374	0.023671400000000002	0.0018952	0	0.03345	0.0025015	0.0044634	0	0.012657	0.0032746	0.0014232000000000001	0.0418639	0.011888	0.3060933	0.0070213	0	0.0567887	0.0836731	0.2243259	0.0612925	0.0160471	0.0267605	0.0057424	9.329e-4	0.0017870000000000002	0.0181554	0.0662199	0.0016921	0.010181099999999998	0.0413648	1.261e-4	0.0488192	0.0070416	0.0116536	0.2384618	0.0042764	0.0019082	0.0034521	0.014966	0.1250448	0.0121048	0.0010540999999999999	0.0010621	0.0038975999999999998	8.91e-5	0.0158275	0.0024859	0.048945100000000005	0.0030307999999999997	0.0014904	0.011430000000000001	8.215e-4	0.003065	7.647e-4	0.017932299999999998	0.011779	0.0015616	0.0048908	0.0031141	0.0016592	0.0079472	0.0183871	0.0086491	0.0167355	0.0044465	0.44514960000000003	0.0044826	0.0392328	0.0040203	0.0038149000000000004	5.55e-5	0.007382199999999999	0.1379559	0.0759578	0.0021803	0.0196925	0.0025725	8.562999999999999e-4	0.0028764	0.0169739	4.059e-4	0.003483	0.0044543	0.0040977999999999995	0.0028906	0.004239	0.0264041	0.0076586	0.0049762	0.028957000000000004	0.0051135	0.0047812	0.0301007	0.0552936	0.0020123999999999997	5.005e-4	0.0028614	0.0195872	0.0023697	0.0023079	0.0014772000000000001	0.062267300000000005	0.0357956	0.0060032	0.0430154	0.0044111	0.0058026	0.0010143	0.0611941	0.0015081	0.0025189	0.0043527999999999996	0.0729846	0.0027529	0.027069700000000002	0.0033084	0.034286000000000004	0.028289699999999997	0.0591766	0.0522314	0.042959000000000004	0.3203779	0.028333900000000002	0.0372042	0.0081166	0.0297224	0.0083292	0.1072263	0.0015432	0.0041444	6.575999999999999e-4	0.006519400000000001	0.0341058	0.1674354	0.0556143	0.1271009	0.0018108	0.0166375	0.0043502	0.0063859	0.0024492	0.1066555	0.0044826	0.0011273	0	0.0010125	0.0362805	0.0126265
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Butyricicoccus	0	0	0	0	0	0	0	3.42e-4	1.494e-4	0	5.85e-5	0	0	0	0	0	0	0.0031671	0	0	0	0	0	2.615e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5e-6	0	0	0	0	0	0	9.074e-4	0	0	0	0	1.598e-4	0	3.73e-4	0.0015223	0	1.9e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.556e-4	0	0.0084878	0	0	0	0	0	0	0	0	0	0	0	0	0	6.46e-4	3.128e-4	0.0012912	0	0	0	0	0	0	6.3e-6	0	0	0	0	0	1.139e-4	0	1.09e-5	0	0	0	0	0	0	0	5.9e-6	0	0	0	0	0	0	9.972e-4	0	9.546e-4	0	0	0	0	5.969e-4	1.195e-4	0	0.0022553	0.0090643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium	0.0693018	0.068244	0.0210458	0.0101059	0.0462106	0.07639320000000001	0.130142	0.02128	0.044371	0.0403325	0.0017809	0.0036915000000000003	0.013198	0.0445265	0.0121	0.004724	0.05401860000000001	0.0020905	7.285e-4	7.074e-4	0.0508722	2.224e-4	0.0077074000000000005	0.0016331	0.0019443	0.0040809999999999996	0.0068507	0.0019358	0.0069394	0.0174844	0.0011988	0.0692455	7.294000000000001e-4	2.69e-4	0.0028832999999999997	0.046081199999999996	0.0090347	0.0017347	6.89e-4	6.502e-4	0.0026408	0.0012412	0.226202	0.2509385	0.062250799999999995	0.0044164	0.0034969999999999997	0	8.235e-4	0	0.0119692	0.011995599999999999	0.2246325	0.014532400000000001	0.0938221	0.08915369999999999	0.0605822	0.0030477	0.0034349	0.0011082	0	0.0014199	0.0607115	0.017007	0.015766699999999998	8.579000000000001e-4	4.428e-4	0.0111694	0	0.016591	0.0083884	0.047449899999999996	0.0040483	0.0387317	0.0027802	0	0.031359399999999996	0.04388569999999999	0.0331601	0.0314457	0.0093218	0.0325731	0.0207866	0.055954000000000004	0.0843757	0.0010067	0.0049682	0.6991829	0.0406453	0.031324700000000004	8.189e-4	0.017692199999999998	0.0024753	0.1647226	2.9570000000000003e-4	0	0.1214829	0.0045052	1.3e-6	0.0144596	0.0143881	0.0018579999999999998	0.005259000000000001	0.002296	0.001624	0.0031539000000000003	0.0012235	0	0.09791359999999999	0.0301654	0.021532100000000002	0	5.762e-4	0.0078613	0.0036516	3.3600000000000004e-5	0.0134191	0.0875631	0.024275599999999998	0.0041097	3.007e-4	0.028515699999999998	0.0030643	0.0263862	0.0043344	0.0173607	0.0361915	0.5014021	0	0.1143609	0.1581058	0.061218	3.722e-4	0.0491042	4.414e-4	0.0045213	0.1035402	0.0915667	5.581e-4	0.0069575999999999995	9.415e-4	0.0079839	0.0011224	0.0955365	0.0288656	0.0018551	0.0247256	5.14e-4	0	0.019827	7.465e-4	0.0475025	5.278e-4	0.0049968	0.0032398	0	2.551e-4	0.0208888	6.644e-4	6.085e-4	6.399e-4	4.243e-4	0.0014581	6.12e-4	3.522e-4	3.094e-4	8.59e-5	0.0028942	5.41e-4	1.518e-4	0.0016766	9.135e-4	9.37e-5	0.0071311000000000005	4.224e-4	2.921e-4	0.0052357	2.195e-4	2.568e-4	0.0219503	6.17e-5	0.0019613	3.902e-4	3.3939999999999996e-4	0.058343	0.2334282	0	0	0.0233479	0.0127047	0.0196644	4.581e-4	3.831e-4	1.289e-4	6.17e-5	0.0048027	0	9.524000000000001e-4	0.0389895	0.06807400000000001	0.016739	0.0067107	4.653e-4	0.0010285	0.0018463000000000002	5.225e-4	0.0057396	2.24e-4	0.0196818	0.1000752	0.0020692	0.0823274	0.0046049	0.0438005	0	0	0.0140414	0.0033439	0.0038021	0.0013396999999999999
